ticket_id,account_id,created_at,resolved_at,priority,category,status,satisfaction_score
TKT-00247,ACC-0024,2025-01-05T18:10:18,2025-01-16T04:26:51.305385,p4,bug,resolved,1.9
TKT-00248,ACC-0025,2024-12-22T17:03:58,2024-12-24T15:38:44.450414,p4,billing,resolved,3.7
TKT-00249,ACC-0025,2024-08-20T06:27:43,2024-08-21T18:14:24.194379,p3,bug,resolved,1.0
TKT-00250,ACC-0025,2024-12-27T02:36:45,2025-01-06T12:38:04.601219,p4,onboarding,resolved,2.1
TKT-00251,ACC-0025,2024-09-10T08:21:42,2024-09-14T05:51:07.920675,p4,onboarding,resolved,1.5
TKT-00252,ACC-0025,2024-11-30T11:06:40,2024-12-03T07:54:43.350123,p4,onboarding,resolved,2.7
TKT-00253,ACC-0025,2024-09-10T23:26:55,2024-09-12T06:21:25.126005,p4,performance,resolved,3.9
TKT-00254,ACC-0025,2024-09-21T09:20:25,2024-09-27T06:53:07.971865,p3,bug,resolved,1.0
TKT-00255,ACC-0025,2024-12-07T05:49:05,2024-12-08T01:19:57.623345,p3,bug,resolved,1.0
TKT-00256,ACC-0025,2024-08-16T18:21:39,2024-08-16T23:42:50.242476,p2,billing,resolved,2.6
TKT-00257,ACC-0025,2024-08-31T11:56:20,2024-09-01T12:06:58.012443,p4,bug,resolved,2.8
TKT-00258,ACC-0025,2024-09-16T13:51:09,2024-09-23T23:30:33.943434,p4,performance,resolved,2.7
TKT-00259,ACC-0026,2024-06-04T12:03:34,2024-06-06T05:54:54.048159,p3,how_to,resolved,2.8
TKT-00260,ACC-0026,2024-10-29T08:56:26,2024-10-31T02:32:12.718059,p3,how_to,resolved,4.3
TKT-00261,ACC-0026,2024-04-27T03:39:19,2024-04-28T21:29:40.090227,p3,bug,resolved,4.9
TKT-00262,ACC-0026,2024-05-28T18:59:23,2024-05-29T12:38:02.921544,p3,feature_request,resolved,3.1
TKT-00263,ACC-0026,2024-03-30T00:56:22,,p2,feature_request,escalated,
TKT-00264,ACC-0026,2024-09-03T15:39:35,2024-09-03T16:55:27.475602,p1,feature_request,resolved,2.5
TKT-00265,ACC-0027,2024-04-01T21:59:51,,p3,bug,escalated,
TKT-00266,ACC-0027,2024-10-04T10:48:33,2024-10-04T18:39:31.013630,p2,how_to,resolved,3.4
TKT-00267,ACC-0027,2024-07-22T05:26:34,2024-07-22T09:10:53.393163,p2,bug,resolved,3.4
TKT-00268,ACC-0027,2024-04-16T23:48:12,2024-04-18T17:11:22.704619,p4,bug,resolved,1.9
TKT-00269,ACC-0027,2023-11-30T05:28:00,2023-12-11T04:06:20.827949,p4,billing,resolved,3.0
TKT-00270,ACC-0027,2023-05-13T08:27:03,,p3,how_to,open,
TKT-00271,ACC-0027,2023-10-14T19:01:47,2023-10-15T06:06:15.639436,p3,how_to,resolved,2.7
TKT-00272,ACC-0027,2023-11-27T18:39:51,2023-11-29T09:25:47.072564,p3,how_to,resolved,2.8
TKT-00273,ACC-0027,2024-10-18T02:36:42,2024-10-19T18:15:40.458808,p3,feature_request,resolved,2.5
TKT-00274,ACC-0027,2023-11-23T14:15:08,2023-11-25T04:07:11.649458,p3,bug,resolved,1.7
TKT-00275,ACC-0027,2024-10-15T00:38:16,2024-10-17T10:18:53.388402,p4,how_to,resolved,3.4
TKT-00276,ACC-0027,2024-04-04T15:45:26,2024-04-06T03:31:53.061680,p4,bug,resolved,3.9
TKT-00277,ACC-0027,2023-06-12T06:53:12,2023-06-14T19:35:05.891280,p4,feature_request,resolved,3.6
TKT-00278,ACC-0027,2024-10-02T21:47:01,2024-10-03T23:03:40.078863,p3,performance,resolved,2.5
TKT-00279,ACC-0027,2023-10-16T07:20:06,2023-10-17T15:12:02.483661,p3,performance,resolved,2.9
TKT-00280,ACC-0027,2023-11-09T11:39:20,2023-11-10T18:17:03.559801,p4,bug,resolved,1.2
TKT-00281,ACC-0027,2024-12-19T22:10:43,2024-12-20T14:40:09.258632,p3,bug,resolved,3.7
TKT-00282,ACC-0027,2024-12-22T13:55:37,2024-12-27T19:41:33.840706,p3,feature_request,resolved,1.4
TKT-00283,ACC-0027,2024-08-15T11:55:32,2024-08-19T16:31:43.665738,p4,bug,resolved,3.1
TKT-00284,ACC-0027,2024-07-19T02:28:29,2024-07-21T16:56:45.664934,p4,onboarding,resolved,1.7
TKT-00285,ACC-0027,2024-09-12T13:20:42,2024-09-13T16:22:18.442641,p3,how_to,resolved,1.9
TKT-00286,ACC-0027,2025-01-01T09:53:16,2025-01-01T15:12:25.773484,p2,billing,resolved,3.0
TKT-00287,ACC-0027,2023-09-18T15:37:02,2023-09-19T14:43:23.001576,p3,bug,resolved,3.1
TKT-00288,ACC-0027,2024-03-13T05:09:53,2024-03-15T04:42:51.912668,p4,bug,resolved,3.0
TKT-00289,ACC-0027,2023-07-16T03:35:07,2023-07-19T09:16:55.108348,p4,onboarding,resolved,3.0
TKT-00290,ACC-0028,2024-06-24T23:22:42,2024-06-27T17:23:07.541914,p4,bug,resolved,2.7
TKT-00291,ACC-0028,2023-10-20T14:45:06,2023-10-24T16:23:17.387757,p3,bug,resolved,2.0
TKT-00292,ACC-0028,2024-09-13T00:47:10,2024-09-16T12:40:02.103898,p4,bug,resolved,2.3
TKT-00293,ACC-0028,2023-08-22T17:21:49,2023-08-24T12:18:25.757005,p3,feature_request,resolved,1.1
TKT-00294,ACC-0028,2023-11-21T07:44:53,2023-11-23T13:44:46.503447,p4,feature_request,resolved,1.7
TKT-00295,ACC-0028,2025-01-30T01:31:18,2025-02-07T23:32:02.340106,p4,bug,resolved,3.6
TKT-00296,ACC-0028,2023-08-17T11:28:35,2023-08-19T01:14:59.896714,p3,bug,resolved,1.5
TKT-00297,ACC-0028,2023-06-23T11:10:33,2023-06-25T05:51:56.409905,p4,bug,resolved,2.5
TKT-00298,ACC-0028,2023-06-14T07:44:01,2023-06-16T01:12:41.779737,p3,onboarding,resolved,4.0
TKT-00299,ACC-0028,2023-09-04T21:01:29,2023-09-06T12:23:19.539348,p3,feature_request,resolved,3.8
TKT-00300,ACC-0028,2025-01-03T15:40:02,2025-01-04T23:01:48.031893,p4,billing,resolved,2.4
TKT-00301,ACC-0028,2023-12-23T22:17:59,2023-12-26T19:00:32.927823,p4,performance,resolved,3.3
TKT-00302,ACC-0028,2024-08-03T04:25:29,2024-08-07T17:24:08.713157,p4,billing,resolved,3.0
TKT-00303,ACC-0028,2024-11-30T17:35:01,2024-12-03T06:44:29.520573,p4,billing,resolved,3.7
TKT-00304,ACC-0028,2025-01-28T04:57:10,2025-02-04T20:44:43.045507,p4,bug,resolved,4.0
TKT-00305,ACC-0028,2024-07-14T02:47:18,2024-07-17T08:43:02.485687,p4,feature_request,resolved,3.2
TKT-00306,ACC-0028,2023-12-09T04:05:28,2023-12-09T08:46:37.653533,p2,bug,resolved,1.2
TKT-00307,ACC-0028,2024-04-04T02:24:49,2024-04-07T21:14:09.000393,p4,feature_request,resolved,1.5
TKT-00308,ACC-0028,2023-08-03T14:07:12,2023-08-06T16:23:20.924862,p4,billing,resolved,3.4
TKT-00309,ACC-0028,2024-04-27T01:09:48,2024-04-28T20:27:00.654701,p3,bug,resolved,3.7
TKT-00310,ACC-0029,2024-06-18T04:40:14,2024-06-22T06:00:59.507558,p4,feature_request,resolved,2.9
TKT-00311,ACC-0029,2024-09-02T15:18:09,2024-09-02T17:23:01.503702,p1,feature_request,resolved,4.5
TKT-00312,ACC-0029,2024-05-24T11:02:12,2024-05-25T13:51:26.828446,p3,billing,resolved,4.6
TKT-00313,ACC-0029,2024-11-17T17:28:39,,p4,feature_request,escalated,
TKT-00314,ACC-0030,2024-09-06T09:59:09,2024-09-11T00:27:39.348768,p3,onboarding,resolved,3.5
TKT-00315,ACC-0030,2024-08-01T13:00:36,2024-08-01T15:29:29.260094,p1,how_to,resolved,4.1
TKT-00316,ACC-0030,2024-06-19T00:25:00,2024-06-20T21:32:48.146961,p4,onboarding,resolved,4.6
TKT-00317,ACC-0030,2023-09-15T11:32:41,2023-09-19T04:26:57.205553,p4,how_to,resolved,3.0
TKT-00318,ACC-0030,2024-10-21T12:12:41,2024-10-23T03:29:36.618928,p4,feature_request,resolved,4.1
TKT-00319,ACC-0030,2023-08-14T23:03:31,2023-08-16T05:31:42.759143,p3,bug,resolved,2.7
TKT-00320,ACC-0030,2024-06-14T13:35:52,2024-06-14T17:07:09.945956,p1,feature_request,resolved,3.2
TKT-00321,ACC-0030,2024-03-21T08:30:35,2024-03-24T23:59:48.481083,p4,bug,resolved,4.5
TKT-00322,ACC-0030,2024-10-25T22:02:16,2024-10-29T06:28:20.658704,p4,how_to,resolved,3.3
TKT-00323,ACC-0030,2024-01-25T11:11:45,2024-02-04T18:56:16.181505,p4,bug,resolved,2.7
TKT-00324,ACC-0030,2023-08-04T02:09:23,2023-08-04T04:32:43.719566,p1,bug,resolved,4.3
TKT-00325,ACC-0030,2023-09-23T22:27:23,2023-09-25T22:23:49.540052,p4,performance,resolved,2.9
TKT-00326,ACC-0030,2024-01-08T19:27:37,2024-01-10T03:30:51.117856,p3,onboarding,resolved,3.9
TKT-00327,ACC-0030,2024-12-19T17:49:57,2024-12-21T08:17:05.023297,p4,onboarding,resolved,3.6
TKT-00328,ACC-0030,2024-10-03T18:29:18,2024-10-04T05:20:54.332541,p3,billing,resolved,3.7
TKT-00329,ACC-0030,2024-10-13T00:45:52,2024-10-13T16:02:34.877882,p3,onboarding,resolved,4.1
TKT-00330,ACC-0030,2023-07-31T02:43:23,2023-08-01T13:54:44.019493,p3,bug,resolved,3.7
TKT-00331,ACC-0031,2024-09-25T16:01:29,2024-09-29T03:49:18.362983,p4,feature_request,resolved,3.3
TKT-00332,ACC-0032,2024-11-05T14:01:20,,p3,billing,open,
TKT-00333,ACC-0032,2023-09-16T05:58:21,2023-09-17T12:33:26.886562,p2,feature_request,resolved,5.0
TKT-00334,ACC-0032,2023-12-30T01:47:30,2023-12-31T04:11:14.868758,p4,how_to,resolved,4.2
TKT-00335,ACC-0033,2025-01-12T17:23:07,2025-01-12T23:27:22.102840,p2,bug,resolved,3.9
TKT-00336,ACC-0033,2025-01-01T17:52:36,,p4,performance,escalated,
TKT-00337,ACC-0033,2024-10-30T00:36:25,2024-11-03T05:04:58.010862,p4,how_to,resolved,3.6
TKT-00338,ACC-0033,2024-09-22T11:36:05,2024-09-23T07:19:17.759704,p3,billing,resolved,4.7
TKT-00339,ACC-0034,2024-06-20T15:20:06,2024-06-20T20:24:30.003327,p2,how_to,resolved,2.8
TKT-00340,ACC-0034,2024-02-25T13:29:06,2024-03-01T13:34:03.219433,p3,onboarding,resolved,2.7
TKT-00341,ACC-0034,2024-07-29T01:14:41,2024-07-30T09:07:04.790523,p3,bug,resolved,3.4
TKT-00342,ACC-0034,2024-12-15T10:37:33,2024-12-16T13:00:22.657753,p3,onboarding,resolved,4.7
TKT-00343,ACC-0034,2024-04-08T22:25:59,2024-04-11T04:05:25.470574,p4,how_to,resolved,2.6
TKT-00344,ACC-0034,2023-06-02T20:52:54,2023-06-05T01:05:24.470199,p4,feature_request,resolved,4.2
TKT-00345,ACC-0034,2024-03-23T01:37:43,2024-03-24T09:24:53.566397,p3,feature_request,resolved,4.5
TKT-00346,ACC-0035,2024-01-24T06:27:51,2024-01-27T20:09:56.088603,p4,feature_request,resolved,4.1
TKT-00347,ACC-0035,2024-03-11T04:09:36,2024-03-11T05:55:59.336469,p1,bug,resolved,3.1
TKT-00348,ACC-0035,2024-01-12T21:19:07,2024-01-13T16:39:20.855779,p3,billing,resolved,3.0
TKT-00349,ACC-0035,2024-01-03T08:57:34,2024-01-05T17:58:25.237841,p4,performance,resolved,4.4
TKT-00350,ACC-0035,2024-09-30T12:11:38,2024-10-01T08:51:55.946353,p2,performance,resolved,3.7
TKT-00351,ACC-0035,2023-07-19T05:52:59,2023-07-20T20:10:32.548444,p3,onboarding,resolved,3.6
TKT-00352,ACC-0035,2023-08-31T21:59:33,2023-09-15T02:58:10.546402,p4,bug,resolved,3.4
TKT-00353,ACC-0035,2024-01-10T03:59:09,2024-01-10T10:59:02.024169,p2,how_to,resolved,3.6
TKT-00354,ACC-0035,2024-03-13T17:37:14,2024-03-15T00:29:23.377968,p3,onboarding,resolved,3.4
TKT-00355,ACC-0036,2025-01-08T16:45:13,2025-01-09T16:05:34.674554,p3,bug,resolved,3.2
TKT-00356,ACC-0037,2024-04-15T20:12:43,2024-04-16T18:54:29.464192,p3,bug,resolved,2.5
TKT-00357,ACC-0037,2023-11-06T20:46:08,2023-11-10T11:31:49.175384,p4,how_to,resolved,3.3
TKT-00358,ACC-0037,2024-08-23T15:27:08,2024-09-05T07:44:52.688252,p4,billing,resolved,3.3
TKT-00359,ACC-0037,2024-02-02T00:58:15,2024-02-02T04:33:32.951025,p2,billing,resolved,3.3
TKT-00360,ACC-0037,2024-12-18T21:58:12,,p2,billing,escalated,
TKT-00361,ACC-0037,2024-11-07T16:44:35,2024-11-07T23:40:25.146395,p2,billing,resolved,1.3
TKT-00362,ACC-0037,2024-05-28T06:32:38,2024-05-30T03:42:45.975563,p3,billing,resolved,3.1
TKT-00363,ACC-0037,2023-04-25T12:05:02,2023-04-26T18:51:46.579836,p4,bug,resolved,1.0
TKT-00364,ACC-0037,2024-03-15T06:34:10,2024-03-16T12:31:56.226258,p2,bug,resolved,2.4
TKT-00365,ACC-0037,2023-06-04T09:33:12,2023-06-06T03:28:17.265563,p4,feature_request,resolved,3.8
TKT-00366,ACC-0037,2023-11-27T07:01:29,2023-12-01T21:34:16.309929,p4,bug,resolved,3.7
TKT-00367,ACC-0037,2023-10-10T01:03:20,,p2,billing,open,
TKT-00368,ACC-0037,2023-12-04T02:15:36,2023-12-05T12:51:20.676450,p3,billing,resolved,2.1
TKT-00369,ACC-0037,2023-06-26T00:56:06,2023-06-26T14:43:23.219624,p3,performance,resolved,1.6
TKT-00370,ACC-0037,2024-11-17T01:20:13,2024-11-18T06:23:43.254745,p3,onboarding,resolved,2.3
TKT-00371,ACC-0037,2024-02-04T22:22:08,2024-02-06T12:03:05.538567,p3,feature_request,resolved,2.1
TKT-00372,ACC-0037,2025-01-27T19:06:06,2025-01-28T12:54:35.081379,p3,performance,resolved,2.2
TKT-00373,ACC-0037,2024-04-30T16:46:09,2024-05-01T03:28:01.395592,p3,how_to,resolved,1.7
TKT-00374,ACC-0038,2023-08-27T21:27:26,2023-08-27T22:26:41.104379,p1,performance,resolved,2.9
TKT-00375,ACC-0038,2025-01-18T19:40:41,,p3,bug,open,
TKT-00376,ACC-0038,2024-10-21T10:40:39,,p3,onboarding,escalated,
TKT-00377,ACC-0039,2024-02-24T19:51:47,2024-02-25T15:42:03.858229,p3,feature_request,resolved,3.6
TKT-00378,ACC-0039,2024-01-17T23:29:35,2024-01-24T10:24:42.341309,p4,billing,resolved,3.4
TKT-00379,ACC-0039,2023-04-14T02:26:14,2023-04-15T12:27:36.365976,p3,bug,resolved,4.8
TKT-00380,ACC-0039,2023-07-26T16:47:31,2023-07-27T22:44:08.866128,p3,feature_request,resolved,4.0
TKT-00381,ACC-0039,2024-04-08T16:24:38,2024-04-09T02:30:53.235812,p2,how_to,resolved,4.2
TKT-00382,ACC-0039,2023-12-09T00:03:21,2023-12-11T06:43:00.494702,p4,feature_request,resolved,2.6
TKT-00383,ACC-0039,2024-06-28T14:44:11,2024-06-30T00:38:14.496562,p3,onboarding,resolved,4.5
TKT-00384,ACC-0039,2024-10-10T13:07:20,2024-10-12T04:40:09.501234,p3,onboarding,resolved,4.0
TKT-00385,ACC-0039,2024-03-24T04:35:05,2024-03-24T10:46:45.300641,p2,how_to,resolved,4.6
TKT-00386,ACC-0039,2024-06-30T18:27:50,2024-07-01T23:51:51.613495,p3,how_to,resolved,3.7
TKT-00387,ACC-0039,2024-02-09T08:14:26,,p2,bug,open,
TKT-00388,ACC-0039,2024-10-13T07:15:01,2024-10-22T13:36:56.627475,p4,how_to,resolved,4.8
TKT-00389,ACC-0039,2023-04-12T02:06:47,2023-04-12T14:14:01.751670,p3,performance,resolved,2.8
TKT-00390,ACC-0039,2023-08-08T02:36:02,2023-08-08T17:42:20.760594,p3,feature_request,resolved,3.7
TKT-00391,ACC-0039,2023-09-26T10:17:20,2023-09-27T19:20:28.702737,p4,billing,resolved,4.3
TKT-00392,ACC-0040,2024-11-27T15:32:56,2024-11-27T18:35:13.080282,p2,how_to,resolved,3.0
TKT-00393,ACC-0040,2024-09-07T10:33:57,2024-09-11T15:42:05.208866,p4,billing,resolved,4.7
TKT-00394,ACC-0040,2024-10-07T22:18:47,2024-10-10T21:50:51.732461,p4,bug,resolved,4.0
TKT-00395,ACC-0040,2024-11-06T01:46:08,2024-11-09T11:54:18.093368,p4,how_to,resolved,5.0
TKT-00396,ACC-0040,2024-12-26T14:04:51,2024-12-30T00:51:50.428115,p4,billing,resolved,3.0
TKT-00397,ACC-0040,2024-11-15T02:55:14,2024-11-16T14:37:47.320801,p2,bug,resolved,3.8
TKT-00398,ACC-0041,2024-04-19T03:46:23,,p3,feature_request,escalated,
TKT-00399,ACC-0041,2024-03-14T05:04:57,2024-03-16T01:27:48.948735,p3,feature_request,resolved,3.4
TKT-00400,ACC-0041,2024-11-02T16:13:59,2024-11-03T13:00:52.700962,p3,onboarding,resolved,3.8
TKT-00401,ACC-0041,2024-10-25T11:05:42,2024-10-28T01:38:38.570201,p4,feature_request,resolved,3.6
TKT-00402,ACC-0041,2025-01-07T10:08:38,2025-01-09T00:06:31.331727,p3,onboarding,resolved,2.9
TKT-00403,ACC-0041,2024-06-03T22:24:50,2024-06-05T07:18:09.711401,p3,bug,resolved,3.0
TKT-00404,ACC-0041,2024-12-03T15:39:19,2024-12-07T13:38:03.133254,p4,onboarding,resolved,4.2
TKT-00405,ACC-0042,2024-03-27T00:22:58,2024-03-27T11:44:52.478899,p2,bug,resolved,3.8
TKT-00406,ACC-0042,2024-07-23T08:48:08,2024-07-23T13:50:25.022653,p2,how_to,resolved,3.2
TKT-00407,ACC-0042,2025-01-25T20:23:00,2025-01-26T17:11:39.151932,p3,onboarding,resolved,3.9
TKT-00408,ACC-0042,2023-12-05T14:54:37,2023-12-09T06:20:29.459365,p3,bug,resolved,4.3
TKT-00409,ACC-0042,2025-01-26T22:42:44,2025-01-27T01:32:12.493555,p2,how_to,resolved,3.4
TKT-00410,ACC-0042,2024-10-06T21:29:51,2024-10-07T08:34:32.555491,p3,performance,resolved,3.3
TKT-00411,ACC-0042,2024-02-05T09:32:43,2024-02-08T06:52:34.734515,p4,how_to,resolved,3.6
TKT-00412,ACC-0042,2024-05-17T12:43:25,2024-05-22T22:11:27.611491,p3,feature_request,resolved,4.3
TKT-00413,ACC-0043,2024-08-02T01:32:03,2024-08-04T09:30:23.190034,p4,bug,resolved,4.4
TKT-00414,ACC-0043,2024-12-15T05:00:21,2024-12-20T19:42:07.879158,p3,bug,resolved,3.0
TKT-00415,ACC-0043,2024-08-03T14:51:49,2024-08-04T08:24:45.096470,p3,performance,resolved,4.0
TKT-00416,ACC-0043,2024-08-17T19:06:53,2024-08-18T09:39:02.355159,p3,feature_request,resolved,4.0
TKT-00417,ACC-0043,2024-12-29T13:11:46,2024-12-30T20:23:42.434879,p3,billing,resolved,4.9
TKT-00418,ACC-0044,2024-09-26T08:20:48,2024-09-26T14:42:36.493567,p2,bug,resolved,4.1
TKT-00419,ACC-0044,2024-12-19T15:01:51,2024-12-20T16:31:01.771820,p3,bug,resolved,3.4
TKT-00420,ACC-0044,2024-09-19T04:30:17,,p3,feature_request,open,
TKT-00421,ACC-0044,2024-11-13T08:39:02,2024-11-14T19:15:22.971497,p4,how_to,resolved,3.5
TKT-00422,ACC-0045,2024-07-20T18:26:38,,p1,performance,escalated,
TKT-00423,ACC-0045,2024-07-12T18:48:53,2024-07-17T01:22:42.529635,p4,how_to,resolved,3.3
TKT-00424,ACC-0045,2024-01-17T07:28:24,2024-01-31T23:00:50.517353,p4,performance,resolved,3.6
TKT-00425,ACC-0045,2024-06-30T19:07:01,2024-07-04T10:55:47.116478,p4,onboarding,resolved,3.2
TKT-00426,ACC-0045,2024-09-12T04:19:33,2024-09-12T20:41:42.283746,p3,feature_request,resolved,3.1
TKT-00427,ACC-0046,2024-05-27T04:09:39,2024-05-28T15:21:40.703334,p3,how_to,resolved,3.1
TKT-00428,ACC-0046,2024-08-27T23:16:50,2024-08-29T08:25:19.190552,p3,feature_request,resolved,4.4
TKT-00429,ACC-0046,2024-06-14T00:37:02,2024-06-14T23:39:54.988606,p2,billing,resolved,4.4
TKT-00430,ACC-0046,2024-11-19T18:36:14,2024-11-22T02:45:33.230260,p4,bug,resolved,2.9
TKT-00431,ACC-0046,2024-10-15T09:08:54,2024-10-19T23:13:28.858885,p4,performance,resolved,2.7
TKT-00432,ACC-0046,2025-01-15T19:57:02,2025-01-17T15:28:23.080027,p3,performance,resolved,3.0
TKT-00433,ACC-0046,2024-05-24T00:20:59,2024-05-24T08:26:34.211978,p1,how_to,resolved,3.7
TKT-00434,ACC-0046,2024-04-28T02:40:37,2024-04-28T13:45:21.304859,p2,bug,resolved,4.8
TKT-00435,ACC-0046,2024-07-17T06:48:44,2024-07-20T19:36:27.093787,p4,performance,resolved,3.4
TKT-00436,ACC-0046,2025-01-26T01:51:15,2025-01-26T12:12:50.624975,p2,feature_request,resolved,2.5
TKT-00437,ACC-0046,2024-09-09T03:32:37,2024-09-09T19:02:59.207055,p3,how_to,resolved,2.5
TKT-00438,ACC-0046,2024-08-10T23:52:00,2024-08-12T21:45:10.874301,p4,how_to,resolved,4.8
TKT-00439,ACC-0046,2024-10-15T04:27:29,2024-10-19T04:02:16.809691,p3,how_to,resolved,4.2
TKT-00440,ACC-0046,2024-07-13T18:13:46,2024-07-15T06:21:35.012800,p3,onboarding,resolved,2.9
TKT-00441,ACC-0047,2024-05-05T23:54:35,2024-05-07T04:39:10.641728,p3,billing,resolved,4.9
TKT-00442,ACC-0047,2024-08-22T20:15:01,2024-08-23T16:10:48.644987,p3,billing,resolved,4.5
TKT-00443,ACC-0047,2024-08-28T22:44:31,2024-09-01T22:01:35.436833,p4,feature_request,resolved,3.8
TKT-00444,ACC-0047,2024-12-18T22:39:21,2024-12-20T09:03:17.024576,p3,feature_request,resolved,4.6
TKT-00445,ACC-0047,2024-12-16T05:16:39,2024-12-16T12:06:59.299233,p2,feature_request,resolved,3.3
TKT-00446,ACC-0047,2025-01-16T07:05:37,2025-01-31T04:44:15.701885,p4,onboarding,resolved,4.4
TKT-00447,ACC-0048,2024-12-15T12:56:40,2024-12-20T09:28:52.479367,p3,performance,resolved,3.0
TKT-00448,ACC-0048,2025-01-21T00:12:11,2025-01-21T18:04:57.638778,p3,onboarding,resolved,4.2
TKT-00449,ACC-0048,2024-11-12T10:15:08,2024-11-14T00:24:46.248014,p4,performance,resolved,2.7
TKT-00450,ACC-0049,2024-11-23T10:07:24,2024-11-23T21:45:26.580901,p3,how_to,resolved,4.7
TKT-00451,ACC-0049,2024-12-29T03:56:05,2025-01-02T16:37:18.562612,p4,feature_request,resolved,3.8
TKT-00452,ACC-0049,2024-12-08T02:23:20,2024-12-09T06:11:54.046321,p3,onboarding,resolved,2.7
TKT-00453,ACC-0049,2024-10-15T00:47:17,,p4,billing,open,
TKT-00454,ACC-0049,2024-10-10T02:33:53,2024-10-11T01:20:10.681872,p3,billing,resolved,3.9
TKT-00455,ACC-0049,2025-01-03T08:14:35,2025-01-06T05:08:05.923375,p4,onboarding,resolved,3.0
TKT-00456,ACC-0050,2025-01-29T01:37:19,2025-01-31T19:32:36.833306,p4,bug,resolved,2.6
TKT-00457,ACC-0051,2025-01-08T02:16:14,2025-01-09T22:56:58.674473,p3,onboarding,resolved,4.7
TKT-00458,ACC-0051,2024-08-31T23:42:18,2024-09-12T18:59:22.684782,p4,feature_request,resolved,2.9
TKT-00459,ACC-0051,2024-10-31T16:14:19,2024-10-31T18:54:56.940113,p2,onboarding,resolved,2.6
TKT-00460,ACC-0051,2024-07-19T22:21:52,2024-07-22T17:35:08.962544,p4,bug,resolved,2.7
TKT-00461,ACC-0051,2024-04-07T12:44:06,2024-04-11T19:50:44.032141,p4,feature_request,resolved,2.6
TKT-00462,ACC-0051,2024-05-16T11:39:28,2024-05-20T02:37:32.653990,p4,how_to,resolved,3.1
TKT-00463,ACC-0051,2025-01-30T03:04:50,2025-02-07T01:23:05.356434,p4,how_to,resolved,3.6
TKT-00464,ACC-0051,2024-09-05T11:05:38,,p4,billing,open,
TKT-00465,ACC-0051,2024-05-12T09:55:10,,p2,performance,escalated,
TKT-00466,ACC-0051,2024-09-27T01:24:10,2024-09-29T16:57:48.622742,p4,bug,resolved,4.2
TKT-00467,ACC-0052,2024-01-03T21:38:40,2024-01-06T18:06:42.428798,p3,feature_request,resolved,4.6
TKT-00468,ACC-0052,2024-08-04T03:14:11,2024-08-06T03:25:11.448326,p4,feature_request,resolved,4.1
TKT-00469,ACC-0052,2024-12-02T08:54:58,2024-12-03T18:33:30.532903,p3,onboarding,resolved,2.8
TKT-00470,ACC-0052,2024-09-22T02:39:49,2024-09-24T11:47:26.839487,p4,bug,resolved,4.3
TKT-00471,ACC-0052,2024-09-25T21:01:46,2024-09-27T05:33:10.066783,p3,billing,resolved,4.8
TKT-00472,ACC-0052,2024-03-28T03:26:55,2024-03-29T04:21:36.016424,p4,bug,resolved,3.8
TKT-00473,ACC-0052,2024-12-19T17:35:42,2024-12-20T19:06:21.941019,p3,bug,resolved,2.6
TKT-00474,ACC-0052,2023-12-29T18:05:44,2023-12-30T01:18:13.705430,p2,how_to,resolved,4.4
TKT-00475,ACC-0053,2024-09-07T00:42:01,2024-09-07T11:04:00.960501,p2,how_to,resolved,2.6
TKT-00476,ACC-0053,2024-11-25T22:24:53,2024-11-27T19:09:33.218406,p4,bug,resolved,3.1
TKT-00477,ACC-0053,2024-08-27T23:27:57,2024-08-29T19:41:39.529410,p3,how_to,resolved,3.1
TKT-00478,ACC-0053,2025-01-06T23:57:04,2025-01-08T09:32:15.710666,p3,bug,resolved,2.7
TKT-00479,ACC-0053,2024-08-27T17:22:49,2024-08-29T10:13:07.103745,p3,billing,resolved,3.4
TKT-00480,ACC-0053,2025-01-13T10:52:42,2025-01-14T10:01:52.840371,p3,billing,resolved,4.4
TKT-00481,ACC-0053,2024-07-25T23:02:59,2024-07-26T04:57:46.236491,p2,feature_request,resolved,4.4
TKT-00482,ACC-0053,2024-09-13T23:37:33,2024-09-17T22:57:03.297527,p4,performance,resolved,4.2
TKT-00483,ACC-0054,2024-01-30T10:33:19,2024-02-04T03:54:38.502256,p4,performance,resolved,3.7
TKT-00484,ACC-0054,2025-01-22T11:22:02,2025-01-25T13:46:44.154341,p4,feature_request,resolved,3.1
TKT-00485,ACC-0054,2024-08-07T14:00:30,2024-08-07T17:23:32.599312,p2,billing,resolved,3.6
TKT-00486,ACC-0054,2023-07-15T21:30:06,2023-07-17T06:21:39.780904,p3,onboarding,resolved,3.6
TKT-00487,ACC-0054,2023-05-15T02:53:58,,p3,how_to,escalated,
TKT-00488,ACC-0054,2024-03-16T15:56:20,2024-03-19T23:27:36.388501,p3,how_to,resolved,3.0
TKT-00489,ACC-0054,2024-11-14T00:41:14,,p4,bug,open,
TKT-00490,ACC-0054,2023-10-09T20:22:57,2023-10-10T13:58:08.011298,p3,performance,resolved,2.7
TKT-00491,ACC-0054,2023-12-05T23:14:19,2023-12-09T09:32:57.429026,p3,onboarding,resolved,2.6
TKT-00492,ACC-0054,2024-07-14T02:23:50,2024-07-15T21:50:36.182984,p3,feature_request,resolved,3.0
TKT-00493,ACC-0054,2024-09-06T00:56:58,2024-09-08T23:34:55.759999,p4,how_to,resolved,3.4
