invoice_id,account_id,invoice_date,amount,currency,status,line_items
INV-000363,ACC-0035,2023-10-04,578,USD,paid,novacrm_platform|advanced_analytics
INV-000364,ACC-0035,2023-11-01,578,USD,paid,novacrm_platform|advanced_analytics
INV-000365,ACC-0035,2023-12-01,578,USD,paid,novacrm_platform|advanced_analytics
INV-000366,ACC-0035,2024-01-04,578,USD,paid,novacrm_platform|advanced_analytics
INV-000367,ACC-0035,2024-02-03,578,USD,paid,novacrm_platform|advanced_analytics
INV-000368,ACC-0035,2024-03-01,578,USD,paid,novacrm_platform|advanced_analytics
INV-000369,ACC-0035,2024-04-01,578,USD,paid,novacrm_platform|advanced_analytics
INV-000370,ACC-0035,2024-05-04,578,USD,paid,novacrm_platform|advanced_analytics
INV-000371,ACC-0035,2024-06-01,578,USD,paid,novacrm_platform|advanced_analytics
INV-000372,ACC-0035,2024-07-03,578,USD,paid,novacrm_platform|advanced_analytics
INV-000373,ACC-0035,2024-08-01,578,USD,paid,novacrm_platform|advanced_analytics
INV-000374,ACC-0035,2024-09-03,578,USD,paid,novacrm_platform|advanced_analytics
INV-000375,ACC-0035,2024-10-02,578,USD,paid,novacrm_platform|advanced_analytics
INV-000376,ACC-0035,2024-11-04,578,USD,paid,novacrm_platform|advanced_analytics
INV-000377,ACC-0035,2024-12-03,578,USD,overdue,novacrm_platform|advanced_analytics
INV-000378,ACC-0035,2025-01-02,578,USD,paid,novacrm_platform|advanced_analytics
INV-000379,ACC-0036,2024-09-04,49,USD,paid,novacrm_platform
INV-000380,ACC-0036,2024-10-03,49,USD,paid,novacrm_platform
INV-000381,ACC-0036,2024-11-02,49,USD,paid,novacrm_platform
INV-000382,ACC-0036,2024-12-01,49,USD,paid,novacrm_platform
INV-000383,ACC-0036,2025-01-03,49,USD,paid,novacrm_platform
INV-000384,ACC-0037,2023-04-04,49,USD,paid,novacrm_platform
INV-000385,ACC-0037,2023-05-01,49,USD,paid,novacrm_platform
INV-000386,ACC-0037,2023-06-04,49,USD,paid,novacrm_platform
INV-000387,ACC-0037,2023-07-03,49,USD,overdue,novacrm_platform
INV-000388,ACC-0037,2023-08-03,49,USD,paid,novacrm_platform
INV-000389,ACC-0038,2023-09-04,49,USD,paid,novacrm_platform
INV-000390,ACC-0038,2023-10-03,49,USD,paid,novacrm_platform
INV-000391,ACC-0038,2023-11-04,49,USD,paid,novacrm_platform
INV-000392,ACC-0038,2023-12-04,108,USD,paid,novacrm_platform|priority_support
INV-000393,ACC-0038,2024-01-03,108,USD,paid,novacrm_platform|priority_support
INV-000394,ACC-0038,2024-02-01,108,USD,paid,novacrm_platform|priority_support
INV-000395,ACC-0038,2024-03-02,108,USD,paid,novacrm_platform|priority_support
INV-000396,ACC-0038,2024-04-02,108,USD,paid,novacrm_platform|priority_support
INV-000397,ACC-0038,2024-05-03,108,USD,paid,novacrm_platform|priority_support
INV-000398,ACC-0038,2024-06-01,108,USD,paid,novacrm_platform|priority_support
INV-000399,ACC-0038,2024-07-03,108,USD,paid,novacrm_platform|priority_support
INV-000400,ACC-0038,2024-08-03,108,USD,paid,novacrm_platform|priority_support
INV-000401,ACC-0038,2024-09-01,108,USD,paid,novacrm_platform|priority_support
INV-000402,ACC-0038,2024-10-04,108,USD,paid,novacrm_platform|priority_support
INV-000403,ACC-0038,2024-11-04,108,USD,paid,novacrm_platform|priority_support
INV-000404,ACC-0038,2024-12-01,108,USD,paid,novacrm_platform|priority_support
INV-000405,ACC-0038,2025-01-01,108,USD,paid,novacrm_platform|priority_support
INV-000406,ACC-0039,2023-04-03,49,USD,paid,novacrm_platform
INV-000407,ACC-0039,2023-05-01,49,USD,paid,novacrm_platform
INV-000408,ACC-0039,2023-06-04,49,USD,paid,novacrm_platform
INV-000409,ACC-0039,2023-07-02,49,USD,paid,novacrm_platform
INV-000410,ACC-0039,2023-08-02,49,USD,paid,novacrm_platform
INV-000411,ACC-0039,2023-09-02,49,USD,paid,novacrm_platform
INV-000412,ACC-0039,2023-10-03,49,USD,paid,novacrm_platform
INV-000413,ACC-0039,2023-11-02,49,USD,paid,novacrm_platform
INV-000414,ACC-0039,2023-12-04,49,USD,paid,novacrm_platform
INV-000415,ACC-0039,2024-01-03,49,USD,paid,novacrm_platform
INV-000416,ACC-0039,2024-02-01,49,USD,paid,novacrm_platform
INV-000417,ACC-0039,2024-03-02,49,USD,paid,novacrm_platform
INV-000418,ACC-0039,2024-04-04,49,USD,paid,novacrm_platform
INV-000419,ACC-0039,2024-05-02,49,USD,paid,novacrm_platform
INV-000420,ACC-0039,2024-06-02,49,USD,paid,novacrm_platform
INV-000421,ACC-0039,2024-07-04,49,USD,paid,novacrm_platform
INV-000422,ACC-0039,2024-08-04,49,USD,paid,novacrm_platform
INV-000423,ACC-0039,2024-09-03,49,USD,paid,novacrm_platform
INV-000424,ACC-0039,2024-10-04,49,USD,paid,novacrm_platform
INV-000425,ACC-0039,2024-11-02,49,USD,paid,novacrm_platform
INV-000426,ACC-0039,2024-12-02,49,USD,paid,novacrm_platform
INV-000427,ACC-0039,2025-01-02,49,USD,paid,novacrm_platform
INV-000428,ACC-0040,2024-09-03,499,USD,overdue,novacrm_platform
INV-000429,ACC-0040,2024-10-04,499,USD,paid,novacrm_platform
INV-000430,ACC-0040,2024-11-02,499,USD,overdue,novacrm_platform
INV-000431,ACC-0040,2024-12-03,499,USD,paid,novacrm_platform
INV-000432,ACC-0040,2025-01-04,499,USD,paid,novacrm_platform
INV-000433,ACC-0041,2024-04-02,499,USD,paid,novacrm_platform
INV-000434,ACC-0041,2024-05-02,528,USD,paid,novacrm_platform|api_access
INV-000435,ACC-0041,2024-06-01,528,USD,paid,novacrm_platform|api_access
INV-000436,ACC-0041,2024-07-04,528,USD,overdue,novacrm_platform|api_access
INV-000437,ACC-0041,2024-08-02,528,USD,overdue,novacrm_platform|api_access
INV-000438,ACC-0041,2024-09-03,528,USD,paid,novacrm_platform|api_access
INV-000439,ACC-0041,2024-10-01,528,USD,paid,novacrm_platform|api_access
INV-000440,ACC-0041,2024-11-04,528,USD,paid,novacrm_platform|api_access
INV-000441,ACC-0041,2024-12-02,528,USD,paid,novacrm_platform|api_access
INV-000442,ACC-0041,2025-01-02,528,USD,paid,novacrm_platform|api_access
INV-000443,ACC-0042,2023-12-02,49,USD,paid,novacrm_platform
INV-000444,ACC-0042,2024-01-04,49,USD,paid,novacrm_platform
INV-000445,ACC-0042,2024-02-04,49,USD,paid,novacrm_platform
INV-000446,ACC-0042,2024-03-04,49,USD,paid,novacrm_platform
INV-000447,ACC-0042,2024-04-03,49,USD,paid,novacrm_platform
INV-000448,ACC-0042,2024-05-01,49,USD,paid,novacrm_platform
INV-000449,ACC-0042,2024-06-02,49,USD,paid,novacrm_platform
INV-000450,ACC-0042,2024-07-03,49,USD,paid,novacrm_platform
INV-000451,ACC-0042,2024-08-01,49,USD,paid,novacrm_platform
INV-000452,ACC-0042,2024-09-04,49,USD,paid,novacrm_platform
INV-000453,ACC-0042,2024-10-03,49,USD,overdue,novacrm_platform
INV-000454,ACC-0042,2024-11-04,49,USD,overdue,novacrm_platform
INV-000455,ACC-0042,2024-12-01,49,USD,paid,novacrm_platform
INV-000456,ACC-0042,2025-01-02,49,USD,paid,novacrm_platform
INV-000457,ACC-0043,2024-07-04,149,USD,paid,novacrm_platform
INV-000458,ACC-0043,2024-08-02,149,USD,paid,novacrm_platform
INV-000459,ACC-0043,2024-09-01,178,USD,paid,novacrm_platform|api_access
INV-000460,ACC-0043,2024-10-03,178,USD,paid,novacrm_platform|api_access
INV-000461,ACC-0043,2024-11-01,528,USD,paid,novacrm_platform|api_access
INV-000462,ACC-0043,2024-12-02,528,USD,paid,novacrm_platform|api_access
INV-000463,ACC-0043,2025-01-03,528,USD,paid,novacrm_platform|api_access
INV-000464,ACC-0044,2024-07-02,49,USD,paid,novacrm_platform
INV-000465,ACC-0044,2024-08-03,49,USD,paid,novacrm_platform
INV-000466,ACC-0044,2024-09-04,49,USD,paid,novacrm_platform
INV-000467,ACC-0044,2024-10-04,49,USD,paid,novacrm_platform
INV-000468,ACC-0044,2024-11-03,49,USD,paid,novacrm_platform
INV-000469,ACC-0044,2024-12-01,49,USD,paid,novacrm_platform
INV-000470,ACC-0044,2025-01-03,49,USD,paid,novacrm_platform
INV-000471,ACC-0045,2023-08-02,49,USD,paid,novacrm_platform
INV-000472,ACC-0045,2023-09-02,49,USD,overdue,novacrm_platform
INV-000473,ACC-0045,2023-10-02,49,USD,paid,novacrm_platform
INV-000474,ACC-0045,2023-11-04,128,USD,paid,novacrm_platform|advanced_analytics
INV-000475,ACC-0045,2023-12-02,128,USD,overdue,novacrm_platform|advanced_analytics
INV-000476,ACC-0045,2024-01-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000477,ACC-0045,2024-02-04,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000478,ACC-0045,2024-03-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000479,ACC-0045,2024-04-04,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000480,ACC-0045,2024-05-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000481,ACC-0045,2024-06-01,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000482,ACC-0045,2024-07-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000483,ACC-0045,2024-08-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000484,ACC-0045,2024-09-03,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000485,ACC-0045,2024-10-04,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000486,ACC-0045,2024-11-03,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000487,ACC-0045,2024-12-04,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000488,ACC-0045,2025-01-03,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000489,ACC-0046,2024-04-04,499,USD,paid,novacrm_platform
INV-000490,ACC-0046,2024-05-03,499,USD,paid,novacrm_platform
INV-000491,ACC-0046,2024-06-01,499,USD,paid,novacrm_platform
INV-000492,ACC-0046,2024-07-03,499,USD,paid,novacrm_platform
INV-000493,ACC-0046,2024-08-03,499,USD,paid,novacrm_platform
INV-000494,ACC-0046,2024-09-03,499,USD,paid,novacrm_platform
INV-000495,ACC-0046,2024-10-04,499,USD,paid,novacrm_platform
INV-000496,ACC-0046,2024-11-02,499,USD,paid,novacrm_platform
INV-000497,ACC-0046,2024-12-04,499,USD,paid,novacrm_platform
INV-000498,ACC-0046,2025-01-02,499,USD,paid,novacrm_platform
INV-000499,ACC-0047,2024-06-04,49,USD,paid,novacrm_platform
INV-000500,ACC-0047,2024-07-02,49,USD,paid,novacrm_platform
INV-000501,ACC-0047,2024-08-04,78,USD,paid,novacrm_platform|api_access
INV-000502,ACC-0047,2024-09-03,78,USD,paid,novacrm_platform|api_access
INV-000503,ACC-0047,2024-10-04,78,USD,overdue,novacrm_platform|api_access
INV-000504,ACC-0047,2024-11-04,78,USD,paid,novacrm_platform|api_access
INV-000505,ACC-0047,2024-12-04,78,USD,overdue,novacrm_platform|api_access
INV-000506,ACC-0047,2025-01-04,78,USD,paid,novacrm_platform|api_access
INV-000507,ACC-0048,2024-11-04,499,USD,paid,novacrm_platform
INV-000508,ACC-0048,2024-12-01,499,USD,paid,novacrm_platform
INV-000509,ACC-0048,2025-01-02,499,USD,paid,novacrm_platform
INV-000510,ACC-0049,2024-07-03,149,USD,paid,novacrm_platform
INV-000511,ACC-0049,2024-08-03,149,USD,paid,novacrm_platform
INV-000512,ACC-0049,2024-09-04,149,USD,paid,novacrm_platform
INV-000513,ACC-0049,2024-10-04,149,USD,paid,novacrm_platform
INV-000514,ACC-0049,2024-11-01,149,USD,paid,novacrm_platform
INV-000515,ACC-0049,2024-12-03,149,USD,paid,novacrm_platform
INV-000516,ACC-0049,2025-01-03,149,USD,paid,novacrm_platform
INV-000517,ACC-0050,2024-12-01,49,USD,paid,novacrm_platform
INV-000518,ACC-0050,2025-01-04,78,USD,paid,novacrm_platform|api_access
INV-000519,ACC-0051,2023-12-04,149,USD,paid,novacrm_platform
INV-000520,ACC-0051,2024-01-02,149,USD,paid,novacrm_platform
INV-000521,ACC-0051,2024-02-01,149,USD,paid,novacrm_platform
INV-000522,ACC-0051,2024-03-03,149,USD,paid,novacrm_platform
INV-000523,ACC-0051,2024-04-01,228,USD,paid,novacrm_platform|advanced_analytics
INV-000524,ACC-0051,2024-05-01,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000525,ACC-0051,2024-06-02,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000526,ACC-0051,2024-07-03,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000527,ACC-0051,2024-08-04,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000528,ACC-0051,2024-09-02,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000529,ACC-0051,2024-10-02,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000530,ACC-0051,2024-11-03,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000531,ACC-0051,2024-12-02,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000532,ACC-0051,2025-01-03,257,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000533,ACC-0052,2023-12-03,49,USD,paid,novacrm_platform
INV-000534,ACC-0052,2024-01-01,49,USD,overdue,novacrm_platform
INV-000535,ACC-0052,2024-02-04,49,USD,paid,novacrm_platform
INV-000536,ACC-0052,2024-03-03,49,USD,paid,novacrm_platform
INV-000537,ACC-0052,2024-04-02,49,USD,paid,novacrm_platform
INV-000538,ACC-0052,2024-05-02,49,USD,paid,novacrm_platform
INV-000539,ACC-0052,2024-06-03,49,USD,paid,novacrm_platform
INV-000540,ACC-0052,2024-07-04,49,USD,paid,novacrm_platform
INV-000541,ACC-0052,2024-08-03,49,USD,paid,novacrm_platform
INV-000542,ACC-0052,2024-09-04,49,USD,paid,novacrm_platform
INV-000543,ACC-0052,2024-10-01,49,USD,paid,novacrm_platform
INV-000544,ACC-0052,2024-11-03,49,USD,paid,novacrm_platform
INV-000545,ACC-0052,2024-12-03,49,USD,paid,novacrm_platform
INV-000546,ACC-0052,2025-01-04,49,USD,paid,novacrm_platform
INV-000547,ACC-0053,2024-08-01,499,USD,paid,novacrm_platform
INV-000548,ACC-0053,2024-09-01,499,USD,paid,novacrm_platform
INV-000549,ACC-0053,2024-10-04,499,USD,paid,novacrm_platform
INV-000550,ACC-0053,2024-11-03,499,USD,paid,novacrm_platform
INV-000551,ACC-0053,2024-12-04,499,USD,paid,novacrm_platform
INV-000552,ACC-0053,2025-01-04,499,USD,paid,novacrm_platform
INV-000553,ACC-0054,2023-04-04,149,USD,paid,novacrm_platform
INV-000554,ACC-0054,2023-05-03,149,USD,paid,novacrm_platform
INV-000555,ACC-0054,2023-06-02,149,USD,paid,novacrm_platform
INV-000556,ACC-0054,2023-07-04,149,USD,paid,novacrm_platform
INV-000557,ACC-0054,2023-08-01,149,USD,paid,novacrm_platform
INV-000558,ACC-0054,2023-09-04,149,USD,paid,novacrm_platform
INV-000559,ACC-0054,2023-10-02,149,USD,paid,novacrm_platform
INV-000560,ACC-0054,2023-11-01,149,USD,paid,novacrm_platform
INV-000561,ACC-0054,2023-12-04,149,USD,overdue,novacrm_platform
INV-000562,ACC-0054,2024-01-02,149,USD,paid,novacrm_platform
INV-000563,ACC-0054,2024-02-03,149,USD,paid,novacrm_platform
INV-000564,ACC-0054,2024-03-03,149,USD,paid,novacrm_platform
INV-000565,ACC-0054,2024-04-03,149,USD,paid,novacrm_platform
INV-000566,ACC-0054,2024-05-03,149,USD,paid,novacrm_platform
INV-000567,ACC-0054,2024-06-02,149,USD,paid,novacrm_platform
INV-000568,ACC-0054,2024-07-03,149,USD,paid,novacrm_platform
INV-000569,ACC-0054,2024-08-02,149,USD,paid,novacrm_platform
INV-000570,ACC-0054,2024-09-01,149,USD,paid,novacrm_platform
INV-000571,ACC-0054,2024-10-01,149,USD,paid,novacrm_platform
INV-000572,ACC-0054,2024-11-01,149,USD,paid,novacrm_platform
INV-000573,ACC-0054,2024-12-02,149,USD,paid,novacrm_platform
INV-000574,ACC-0054,2025-01-04,149,USD,paid,novacrm_platform
INV-000575,ACC-0055,2024-10-03,49,USD,paid,novacrm_platform
INV-000576,ACC-0055,2024-11-04,49,USD,paid,novacrm_platform
INV-000577,ACC-0055,2024-12-04,49,USD,paid,novacrm_platform
INV-000578,ACC-0055,2025-01-04,49,USD,paid,novacrm_platform
INV-000579,ACC-0056,2024-03-01,49,USD,paid,novacrm_platform
INV-000580,ACC-0056,2024-04-03,49,USD,paid,novacrm_platform
INV-000581,ACC-0056,2024-05-02,49,USD,paid,novacrm_platform
INV-000582,ACC-0056,2024-06-02,49,USD,paid,novacrm_platform
INV-000583,ACC-0056,2024-07-02,49,USD,paid,novacrm_platform
INV-000584,ACC-0056,2024-08-01,49,USD,paid,novacrm_platform
INV-000585,ACC-0056,2024-09-02,49,USD,paid,novacrm_platform
INV-000586,ACC-0056,2024-10-02,49,USD,paid,novacrm_platform
INV-000587,ACC-0056,2024-11-02,49,USD,paid,novacrm_platform
INV-000588,ACC-0056,2024-12-04,149,USD,paid,novacrm_platform
INV-000589,ACC-0056,2025-01-01,149,USD,paid,novacrm_platform
INV-000590,ACC-0057,2024-01-02,49,USD,paid,novacrm_platform
INV-000591,ACC-0057,2024-02-04,49,USD,paid,novacrm_platform
INV-000592,ACC-0057,2024-03-04,78,USD,paid,novacrm_platform|api_access
INV-000593,ACC-0057,2024-04-02,78,USD,paid,novacrm_platform|api_access
INV-000594,ACC-0057,2024-05-01,78,USD,paid,novacrm_platform|api_access
INV-000595,ACC-0057,2024-06-03,78,USD,paid,novacrm_platform|api_access
INV-000596,ACC-0057,2024-07-01,78,USD,paid,novacrm_platform|api_access
INV-000597,ACC-0057,2024-08-03,78,USD,paid,novacrm_platform|api_access
INV-000598,ACC-0057,2024-09-02,78,USD,paid,novacrm_platform|api_access
INV-000599,ACC-0057,2024-10-03,78,USD,paid,novacrm_platform|api_access
INV-000600,ACC-0057,2024-11-02,78,USD,paid,novacrm_platform|api_access
INV-000601,ACC-0057,2024-12-01,78,USD,paid,novacrm_platform|api_access
INV-000602,ACC-0057,2025-01-01,78,USD,paid,novacrm_platform|api_access
INV-000603,ACC-0058,2024-01-01,499,USD,paid,novacrm_platform
INV-000604,ACC-0058,2024-02-03,499,USD,overdue,novacrm_platform
INV-000605,ACC-0058,2024-03-04,528,USD,paid,novacrm_platform|api_access
INV-000606,ACC-0058,2024-04-02,528,USD,paid,novacrm_platform|api_access
INV-000607,ACC-0058,2024-05-01,528,USD,paid,novacrm_platform|api_access
INV-000608,ACC-0058,2024-06-01,528,USD,paid,novacrm_platform|api_access
INV-000609,ACC-0058,2024-07-02,528,USD,paid,novacrm_platform|api_access
INV-000610,ACC-0058,2024-08-01,528,USD,paid,novacrm_platform|api_access
INV-000611,ACC-0058,2024-09-04,528,USD,overdue,novacrm_platform|api_access
INV-000612,ACC-0058,2024-10-04,528,USD,paid,novacrm_platform|api_access
INV-000613,ACC-0058,2024-11-04,528,USD,paid,novacrm_platform|api_access
INV-000614,ACC-0058,2024-12-02,528,USD,paid,novacrm_platform|api_access
INV-000615,ACC-0058,2025-01-03,528,USD,paid,novacrm_platform|api_access
INV-000616,ACC-0059,2023-02-02,49,USD,paid,novacrm_platform
INV-000617,ACC-0059,2023-03-02,78,USD,overdue,novacrm_platform|api_access
INV-000618,ACC-0059,2023-04-04,78,USD,paid,novacrm_platform|api_access
INV-000619,ACC-0059,2023-05-01,78,USD,paid,novacrm_platform|api_access
INV-000620,ACC-0059,2023-06-04,78,USD,paid,novacrm_platform|api_access
INV-000621,ACC-0059,2023-07-02,78,USD,paid,novacrm_platform|api_access
INV-000622,ACC-0059,2023-08-01,78,USD,paid,novacrm_platform|api_access
INV-000623,ACC-0059,2023-09-01,78,USD,overdue,novacrm_platform|api_access
INV-000624,ACC-0059,2023-10-01,178,USD,paid,novacrm_platform|api_access
INV-000625,ACC-0059,2023-11-02,178,USD,paid,novacrm_platform|api_access
INV-000626,ACC-0059,2023-12-02,178,USD,paid,novacrm_platform|api_access
INV-000627,ACC-0059,2024-01-02,178,USD,paid,novacrm_platform|api_access
INV-000628,ACC-0059,2024-02-03,178,USD,paid,novacrm_platform|api_access
INV-000629,ACC-0059,2024-03-03,178,USD,paid,novacrm_platform|api_access
INV-000630,ACC-0059,2024-04-02,178,USD,paid,novacrm_platform|api_access
INV-000631,ACC-0059,2024-05-03,178,USD,paid,novacrm_platform|api_access
INV-000632,ACC-0059,2024-06-01,178,USD,paid,novacrm_platform|api_access
INV-000633,ACC-0059,2024-07-01,178,USD,paid,novacrm_platform|api_access
INV-000634,ACC-0059,2024-08-04,178,USD,paid,novacrm_platform|api_access
INV-000635,ACC-0059,2024-09-01,178,USD,paid,novacrm_platform|api_access
INV-000636,ACC-0059,2024-10-01,178,USD,paid,novacrm_platform|api_access
INV-000637,ACC-0059,2024-11-03,178,USD,paid,novacrm_platform|api_access
INV-000638,ACC-0059,2024-12-02,178,USD,paid,novacrm_platform|api_access
INV-000639,ACC-0059,2025-01-03,178,USD,paid,novacrm_platform|api_access
INV-000640,ACC-0060,2023-06-01,149,USD,paid,novacrm_platform
INV-000641,ACC-0060,2023-07-01,149,USD,paid,novacrm_platform
INV-000642,ACC-0060,2023-08-01,149,USD,paid,novacrm_platform
INV-000643,ACC-0060,2023-09-04,149,USD,paid,novacrm_platform
INV-000644,ACC-0060,2023-10-02,149,USD,paid,novacrm_platform
INV-000645,ACC-0060,2023-11-01,149,USD,paid,novacrm_platform
INV-000646,ACC-0060,2023-12-04,149,USD,paid,novacrm_platform
INV-000647,ACC-0060,2024-01-02,149,USD,paid,novacrm_platform
INV-000648,ACC-0060,2024-02-03,149,USD,paid,novacrm_platform
INV-000649,ACC-0060,2024-03-01,149,USD,paid,novacrm_platform
INV-000650,ACC-0060,2024-04-01,149,USD,paid,novacrm_platform
INV-000651,ACC-0060,2024-05-01,149,USD,paid,novacrm_platform
INV-000652,ACC-0060,2024-06-01,149,USD,paid,novacrm_platform
INV-000653,ACC-0060,2024-07-01,149,USD,overdue,novacrm_platform
INV-000654,ACC-0060,2024-08-03,149,USD,paid,novacrm_platform
INV-000655,ACC-0060,2024-09-03,149,USD,paid,novacrm_platform
INV-000656,ACC-0060,2024-10-04,149,USD,paid,novacrm_platform
INV-000657,ACC-0060,2024-11-02,149,USD,paid,novacrm_platform
INV-000658,ACC-0060,2024-12-03,149,USD,paid,novacrm_platform
INV-000659,ACC-0060,2025-01-02,149,USD,paid,novacrm_platform
INV-000660,ACC-0061,2023-12-04,149,USD,paid,novacrm_platform
INV-000661,ACC-0061,2024-01-02,149,USD,overdue,novacrm_platform
INV-000662,ACC-0061,2024-02-02,149,USD,paid,novacrm_platform
INV-000663,ACC-0061,2024-03-04,149,USD,paid,novacrm_platform
INV-000664,ACC-0061,2024-04-03,149,USD,paid,novacrm_platform
INV-000665,ACC-0061,2024-05-01,149,USD,paid,novacrm_platform
INV-000666,ACC-0061,2024-06-01,149,USD,overdue,novacrm_platform
INV-000667,ACC-0061,2024-07-04,149,USD,paid,novacrm_platform
INV-000668,ACC-0061,2024-08-03,149,USD,paid,novacrm_platform
INV-000669,ACC-0061,2024-09-02,149,USD,paid,novacrm_platform
INV-000670,ACC-0061,2024-10-01,149,USD,paid,novacrm_platform
INV-000671,ACC-0061,2024-11-02,149,USD,overdue,novacrm_platform
INV-000672,ACC-0061,2024-12-01,149,USD,paid,novacrm_platform
INV-000673,ACC-0061,2025-01-02,149,USD,paid,novacrm_platform
INV-000674,ACC-0062,2023-11-04,49,USD,paid,novacrm_platform
INV-000675,ACC-0062,2023-12-03,49,USD,paid,novacrm_platform
INV-000676,ACC-0062,2024-01-01,49,USD,paid,novacrm_platform
INV-000677,ACC-0062,2024-02-02,49,USD,paid,novacrm_platform
INV-000678,ACC-0062,2024-03-04,49,USD,paid,novacrm_platform
INV-000679,ACC-0062,2024-04-01,49,USD,paid,novacrm_platform
INV-000680,ACC-0062,2024-05-02,49,USD,paid,novacrm_platform
INV-000681,ACC-0062,2024-06-03,49,USD,paid,novacrm_platform
INV-000682,ACC-0062,2024-07-04,49,USD,paid,novacrm_platform
INV-000683,ACC-0062,2024-08-03,49,USD,paid,novacrm_platform
INV-000684,ACC-0062,2024-09-03,49,USD,paid,novacrm_platform
INV-000685,ACC-0062,2024-10-02,49,USD,paid,novacrm_platform
INV-000686,ACC-0062,2024-11-01,49,USD,paid,novacrm_platform
INV-000687,ACC-0062,2024-12-02,49,USD,paid,novacrm_platform
INV-000688,ACC-0062,2025-01-03,49,USD,paid,novacrm_platform
INV-000689,ACC-0063,2023-09-03,78,USD,paid,novacrm_platform|api_access
INV-000690,ACC-0063,2023-10-02,78,USD,overdue,novacrm_platform|api_access
INV-000691,ACC-0063,2023-11-04,78,USD,paid,novacrm_platform|api_access
INV-000692,ACC-0063,2023-12-01,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000693,ACC-0063,2024-01-03,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000694,ACC-0063,2024-02-01,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000695,ACC-0063,2024-03-03,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000696,ACC-0063,2024-04-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000697,ACC-0063,2024-05-04,157,USD,overdue,novacrm_platform|api_access|advanced_analytics
INV-000698,ACC-0063,2024-06-03,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000699,ACC-0063,2024-07-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000700,ACC-0063,2024-08-04,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000701,ACC-0063,2024-09-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000702,ACC-0063,2024-10-01,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000703,ACC-0063,2024-11-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000704,ACC-0063,2024-12-01,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000705,ACC-0063,2025-01-02,157,USD,paid,novacrm_platform|api_access|advanced_analytics
INV-000706,ACC-0064,2024-09-04,149,USD,paid,novacrm_platform
INV-000707,ACC-0064,2024-10-01,149,USD,paid,novacrm_platform
INV-000708,ACC-0064,2024-11-03,149,USD,paid,novacrm_platform
INV-000709,ACC-0064,2024-12-01,149,USD,void,novacrm_platform
INV-000710,ACC-0065,2023-07-01,149,USD,paid,novacrm_platform
INV-000711,ACC-0065,2023-08-04,149,USD,paid,novacrm_platform
INV-000712,ACC-0065,2023-09-01,149,USD,paid,novacrm_platform
INV-000713,ACC-0065,2023-10-03,149,USD,paid,novacrm_platform
INV-000714,ACC-0065,2023-11-04,149,USD,paid,novacrm_platform
INV-000715,ACC-0065,2023-12-04,149,USD,paid,novacrm_platform
INV-000716,ACC-0065,2024-01-04,149,USD,paid,novacrm_platform
INV-000717,ACC-0065,2024-02-04,149,USD,paid,novacrm_platform
INV-000718,ACC-0065,2024-03-02,149,USD,paid,novacrm_platform
INV-000719,ACC-0065,2024-04-02,149,USD,paid,novacrm_platform
INV-000720,ACC-0065,2024-05-04,149,USD,paid,novacrm_platform
INV-000721,ACC-0065,2024-06-01,149,USD,paid,novacrm_platform
INV-000722,ACC-0065,2024-07-02,149,USD,paid,novacrm_platform
INV-000723,ACC-0065,2024-08-04,149,USD,paid,novacrm_platform
